blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference
1,55,0,1,359,99,2,22,13,360,120,1,1957,281,8742,7,-1,0,-1,0
4,32,3,1,367,91,2,27,4,346,68,1,2672,539,6723,3,-1,0,0,0
1,32,9,1,336,90,4,101,5,346,68,1,-1055,1062,-3446,-6,2,0,0,0
3,27,5,1,379,80,6,41,6,366,56,0,-1455,663,-6247,-3,-2,0,0,0
2,25,12,1,335,104,2,25,5,410,89,0,-6104,-2838,-11313,-14,-2,0,-2,0
5,35,10,0,297,86,7,30,2,400,84,0,-4437,-1578,-6765,2,1,1,-4,0
4,29,7,0,340,82,5,42,5,344,90,0,-1319,456,-1507,-3,0,0,0,0
0,23,3,1,386,108,1,23,6,375,83,0,-1054,-2241,-11589,-5,1,0,-1,0
3,30,12,0,297,70,6,37,5,417,112,0,-11613,-9892,-14704,-17,-2,-1,-4,0
4,23,9,1,342,82,4,27,9,332,102,1,3571,521,6011,6,2,0,-3,0
5,29,1,0,329,76,5,21,6,362,88,0,-1358,-1918,2060,-1,1,0,0,0
4,28,8,0,382,68,1,36,6,352,80,1,-539,446,-416,1,-2,-1,-3,0
1,35,4,0,324,72,5,28,4,303,76,0,-2444,-3131,-2361,-10,0,0,0,0
5,20,11,0,344,71,5,27,2,365,68,0,-3187,-3220,-5766,-9,0,0,0,0
3,27,6,1,335,95,2,29,2,364,84,1,1559,1073,2700,6,0,0,-3,0
3,34,4,1,357,92,4,30,7,367,88,0,-1479,-2622,652,-3,-2,1,0,0
4,27,2,1,308,96,6,32,5,359,99,1,1439,636,7241,6,2,-1,-1,0
6,32,7,0,337,110,5,30,7,393,94,0,-2073,-1576,-4673,-3,0,0,0,0
4,200,4,0,323,108,6,26,10,368,88,1,-3089,139,-2836,-6,-2,0,-1,0
2,29,11,0,372,89,4,29,6,391,86,1,-2612,-998,-7499,-6,-2,-1,-1,0
1,29,8,0,401,82,4,29,1,413,96,1,-2463,834,-9759,0,1,0,-2,0
3,26,3,1,376,108,3,25,1,397,112,1,-1628,-1515,-7142,-2,1,0,0,0
3,128,11,0,302,72,1,49,3,417,95,0,-12640,-9202,-16912,-16,-2,0,-5,0
4,29,7,0,297,81,2,26,5,365,70,1,735,-528,-169,2,0,0,-1,0
1,35,9,1,356,91,2,22,8,333,80,0,-1436,-2068,-1794,-14,1,0,1,0
9,32,10,0,341,81,5,24,2,320,70,0,-4901,-2317,-14726,-8,-1,-1,-1,0
2,33,7,1,348,87,1,22,5,349,76,1,-1323,-685,753,-5,-2,0,-1,0
6,36,8,1,351,96,0,36,4,400,106,1,1305,2180,2455,9,2,0,0,0
2,29,3,1,375,104,7,31,3,382,74,1,-1465,-1643,-6715,-3,2,0,0,0
4,26,3,0,358,96,3,76,3,368,88,1,5194,4289,11104,11,2,0,0,0
6,27,10,1,367,110,1,26,8,342,94,1,1806,1502,742,6,0,1,-2,0
7,26,2,1,369,76,2,93,5,352,114,0,2805,403,7409,7,1,0,1,0
4,33,12,1,376,99,3,22,10,365,88,1,-2367,1544,4904,-4,-2,0,-3,0
6,27,6,0,357,89,1,21,3,363,98,1,6427,5330,9631,14,2,1,2,0
3,31,8,1,393,105,3,34,8,338,94,0,4602,44,-4908,3,2,0,1,0
3,26,6,1,406,100,3,30,6,339,84,1,2173,1971,2152,-2,-1,0,-1,0
3,61,6,1,337,94,3,74,6,340,72,1,5853,2782,12977,11,1,0,0,0
2,36,5,0,358,78,3,25,3,355,100,0,617,18,1339,1,-2,0,0,0
2,21,9,1,312,94,5,21,9,341,88,0,-9023,-4896,-13988,-13,-2,0,-3,0
4,23,2,1,366,107,2,21,7,348,48,1,4656,3628,6005,0,2,0,0,0
1,200,6,0,370,102,8,55,16,360,81,1,244,1200,2339,0,-1,0,0,0
4,25,12,0,318,80,6,29,4,404,127,0,-16085,-9321,-19165,-22,-2,-1,-4,0
3,30,8,1,357,92,6,27,6,396,104,0,779,541,-3911,4,-1,0,0,0
1,28,5,1,384,77,2,35,6,327,94,1,4511,2450,952,5,-2,0,3,0
4,28,8,1,326,88,0,29,4,355,108,0,-1880,-2387,-3435,1,0,0,-1,0
1,25,10,1,335,94,1,36,8,362,88,0,-2631,-1955,499,2,0,0,-3,0
3,26,8,0,383,80,3,72,4,419,112,0,-4680,-3760,-12437,-4,0,0,-2,0
9,37,1,1,367,108,5,29,10,298,60,0,5291,2887,13417,9,-2,0,1,0
6,31,3,0,388,108,3,74,5,342,72,0,-522,-828,-4203,-4,-2,0,0,0
5,35,10,0,354,82,8,26,6,338,88,0,62,173,8168,1,0,0,1,0
7,28,10,1,404,96,3,84,3,369,92,0,1129,-561,1948,1,1,0,-2,0
3,62,5,0,360,78,7,75,3,343,98,0,-2458,98,-8368,-4,-1,0,-1,0
6,61,9,0,355,82,0,61,3,371,101,0,-5765,-981,1058,-11,-1,0,-1,0
3,34,6,0,382,76,8,30,11,374,103,0,1642,-476,6336,7,2,0,1,0
8,34,2,1,365,95,1,23,12,275,76,1,7330,5925,4807,7,-1,1,2,0
6,32,8,1,352,99,3,49,4,390,92,1,-2387,-1578,-149,-3,0,0,0,0
4,31,4,0,417,108,1,39,5,355,95,0,70,120,-5066,-2,-1,0,-1,0
5,24,6,0,355,92,1,51,6,343,82,1,-4241,-2132,-6547,-9,-1,0,1,0
5,29,5,1,350,98,7,26,8,318,90,1,-3150,-1498,-5914,-9,2,0,0,0
7,63,7,1,370,78,3,28,7,309,82,1,6258,4374,12850,12,0,0,0,0
7,30,8,0,353,90,6,29,4,391,94,0,-2110,-855,970,-1,-1,0,-1,0
1,50,9,1,300,106,5,27,3,349,110,1,-5910,-2098,1589,-5,-2,0,-3,0
6,38,7,1,296,89,8,33,2,384,86,0,-2581,-2020,-6669,2,2,0,-1,0
4,29,0,0,377,102,0,29,7,386,94,1,88,770,-2283,1,0,0,1,0
1,25,11,0,323,78,5,29,7,385,93,0,-7932,-7304,4204,-12,-1,-1,-2,0
5,42,5,1,381,92,4,24,2,369,70,0,-1260,-708,-6182,0,2,0,-1,0
6,94,7,1,374,117,5,29,5,394,97,1,1142,338,-2299,4,0,-1,-1,0
2,23,5,0,341,80,7,35,1,341,91,0,888,942,-5485,4,0,0,0,0
3,21,7,1,316,88,2,33,5,372,77,0,-319,1295,1959,-2,0,0,1,0
5,30,6,0,348,63,2,21,3,373,112,0,-3318,-1851,-641,-4,0,-1,0,0
2,29,1,1,388,84,3,23,6,318,80,0,1371,1620,6335,-4,0,0,1,0
6,30,7,0,373,84,4,24,4,376,112,0,-5552,-4928,-11638,-9,-2,0,-1,0
1,25,7,0,344,74,2,36,2,349,98,1,-440,954,3151,4,0,1,-1,0
5,25,6,0,371,92,2,54,3,306,92,0,-143,1096,-1802,-8,0,0,1,0
4,29,2,1,375,90,1,24,9,298,87,1,6615,5722,9719,10,2,0,0,0
6,35,13,0,274,60,3,58,5,346,106,0,-7678,-5814,-12521,-9,0,0,-3,0
6,31,2,0,407,82,5,28,10,295,105,1,5930,4495,7033,7,2,1,0,0
2,23,8,1,271,74,4,23,4,383,102,0,-8440,-8053,-18256,-13,-1,0,-3,0
2,84,6,1,383,89,4,28,6,316,86,1,4702,781,10569,3,-2,0,3,0
5,28,9,1,337,78,5,33,3,354,92,1,-394,-218,-1538,0,-1,0,0,0
5,80,8,0,320,91,7,31,5,350,75,1,-1167,-295,7376,0,-2,0,-1,0
5,30,6,1,325,76,2,24,5,328,100,1,1917,-689,741,2,2,0,0,0
4,166,11,0,356,80,6,23,8,374,79,0,-552,1439,-9107,6,-2,0,-2,0
2,21,8,0,348,77,5,30,5,340,99,0,-6098,-3732,-8214,-11,0,-1,-3,0
1,26,11,1,310,77,4,24,5,374,94,0,-9031,-6150,-9890,-9,-2,0,-5,0
1,21,9,0,337,62,1,30,3,323,101,0,-9932,-5969,-8129,-20,-1,0,-3,0
4,64,3,0,369,84,4,59,5,353,84,0,1426,1760,8917,1,0,0,-1,0
5,28,9,1,305,73,2,28,3,393,112,0,-2409,-2735,-3591,-1,-2,0,-1,0
2,24,4,1,395,90,4,52,8,357,106,0,163,-1228,5997,-2,-2,1,0,0
3,28,6,1,378,99,7,28,5,326,120,0,39,-837,-4106,-2,0,0,-2,0
2,27,6,0,365,82,1,27,6,357,64,1,2911,834,-1411,0,-1,1,2,0
3,31,7,1,410,80,6,42,5,349,88,0,567,1199,5070,-2,-1,0,0,0
4,24,7,0,311,68,2,26,5,390,104,0,-6586,-5384,-5707,-8,-2,0,-1,0
7,34,9,0,323,88,4,19,4,383,65,0,-859,-953,8103,0,2,1,0,0
4,26,13,0,352,86,5,60,3,390,78,1,-5330,-1256,-5263,-12,0,-1,-3,0
5,28,4,1,349,106,1,23,9,321,86,1,6051,3659,18499,4,0,1,2,0
5,27,6,1,383,92,5,26,8,376,107,0,1484,-542,10912,4,2,1,-1,0
4,32,11,0,329,76,5,28,6,386,108,0,-7700,-4817,-6730,-10,-2,0,-3,0
3,23,5,0,380,93,5,29,6,354,82,1,1767,850,-5345,2,-1,0,-2,0
5,30,4,0,365,90,4,85,7,384,88,0,-4910,-2517,-6507,-12,-2,0,0,0
5,34,10,1,309,102,1,42,4,370,82,1,-2535,-972,-2031,-4,0,0,-1,0
4,26,8,0,348,94,2,20,5,358,78,0,-2889,-604,-934,-3,-2,0,-1,0
3,46,8,1,390,82,4,23,4,330,84,1,2084,4456,2448,1,0,0,0,0
7,30,3,0,391,94,6,39,8,370,69,1,3188,2293,-120,2,0,0,-1,0
6,71,4,1,380,96,7,69,13,318,88,1,4875,3686,7652,5,2,0,3,0
3,24,9,0,340,98,3,23,3,390,80,0,-3445,-406,-8434,-1,0,1,-2,0
2,71,9,0,321,97,1,37,8,383,116,0,-6613,-5425,-23827,-11,-2,0,-3,0
6,31,6,0,363,88,7,31,10,331,88,0,-424,-433,-1893,-2,-2,0,-1,0
1,23,2,1,400,76,5,30,10,372,123,1,3232,803,7028,3,0,0,1,0
6,34,8,1,385,82,10,38,4,377,74,0,-2196,-3027,-438,-7,0,1,0,0
4,28,3,1,378,106,6,155,5,304,66,0,3303,529,-295,-5,0,0,0,0
3,98,8,0,365,70,5,36,4,363,106,0,-4491,-2682,-885,-3,-2,0,-2,0
3,29,7,0,351,76,3,28,5,342,82,1,-471,3210,-2996,3,2,0,-2,0
5,24,7,1,361,104,6,30,9,334,94,0,5893,3987,8077,8,2,0,0,0
3,27,11,0,349,60,3,43,2,359,99,0,-5840,-3756,-4458,-8,-1,0,-1,0
6,34,1,1,393,68,7,41,7,335,103,1,5924,2638,7698,11,2,0,2,0
6,31,5,0,384,82,6,45,8,326,65,1,3285,2654,3253,2,-1,0,1,0
4,25,5,0,377,83,4,29,7,346,76,1,3889,3678,8671,5,0,0,0,0
2,22,6,0,400,68,4,33,6,343,80,0,-1893,-824,2029,-6,-2,0,-1,0
6,49,8,0,332,92,5,36,10,319,80,1,3919,1579,2130,3,1,0,2,0
3,25,11,1,340,102,0,69,8,367,94,1,2018,-2314,2004,3,0,0,0,0
3,28,7,1,296,76,0,35,5,341,74,0,-6516,-6026,-4167,-9,1,-1,-1,0
5,32,5,1,317,104,4,28,2,395,104,1,1140,-748,7130,6,0,0,0,0
8,41,5,0,359,64,5,26,8,358,96,1,2565,2070,-4701,2,0,0,-1,0
2,45,2,1,420,103,1,27,5,390,72,1,4051,4030,6112,6,0,0,0,0
8,200,6,1,342,91,4,30,3,371,92,1,1376,-594,5296,4,-1,0,-1,0
5,26,4,1,367,89,3,37,5,336,78,1,3970,3906,9671,7,2,0,-1,0
3,43,8,1,372,99,5,30,4,399,86,1,-1441,92,-6377,-2,-2,0,-1,0
6,31,4,1,366,98,5,29,9,382,88,1,2162,-767,2110,5,0,0,2,0
2,122,5,0,373,84,2,33,7,404,87,0,-3997,-3892,-5132,-8,-1,-1,0,0
6,30,6,0,303,88,0,24,1,318,85,1,-1045,-1618,-6092,-6,0,0,1,0
1,22,2,1,394,102,3,29,9,342,92,1,5129,4026,11316,7,2,1,1,0
6,34,6,0,331,102,6,35,2,372,90,0,-2004,-1548,-6415,-2,-2,0,-1,0
6,40,8,1,360,90,2,39,1,373,101,0,-2655,-1805,6511,0,1,-1,-1,0
5,36,10,1,376,77,4,40,7,313,89,1,4576,4210,1059,9,0,0,0,0
2,34,5,0,342,92,8,89,3,346,98,1,1542,1679,5588,-2,-1,0,0,0
2,30,8,0,344,73,6,48,4,371,110,0,-6969,-4948,-12983,-15,-2,-1,-1,0
5,152,1,1,386,99,0,26,16,342,84,1,4923,881,13015,3,2,0,3,0
2,63,9,1,334,93,9,77,9,360,90,0,2376,2404,-4862,1,-2,0,-2,0
3,21,1,1,393,110,1,32,13,326,90,1,11014,5345,4342,12,2,1,2,0
3,32,10,0,329,61,8,53,4,388,118,0,-4264,-1895,-5422,-6,0,0,-2,0
4,47,5,0,415,79,1,29,4,417,80,0,-1490,13,1387,-5,0,0,0,0
5,40,4,1,380,106,3,40,8,376,84,1,1742,1176,-4126,2,1,-1,0,0
8,57,9,0,373,92,9,34,7,329,84,1,2426,859,613,4,2,0,1,0
1,19,11,0,314,80,7,88,6,386,124,0,-10761,-7274,-23845,-18,1,-1,-3,0
3,33,2,0,350,88,8,44,9,306,88,1,5271,1098,9840,9,0,0,1,0
3,45,10,0,316,88,2,42,4,407,84,0,-7262,-4882,-11977,-10,-2,0,-3,0
3,45,5,0,334,92,4,48,9,421,78,0,-1647,-1197,-821,0,1,0,-1,0
3,22,10,0,340,93,2,40,6,389,126,0,-9514,-5396,-9245,-9,-2,-1,-4,0
5,26,12,0,291,118,4,38,6,391,80,0,-6358,-1976,-19989,-10,0,0,-3,0
4,22,6,1,348,83,7,37,5,361,108,1,686,76,2843,3,-2,-1,1,0
2,24,4,1,365,110,6,23,3,385,93,0,582,-565,-5316,0,-2,1,0,0
3,33,7,0,351,86,5,53,1,357,93,0,-7167,-2973,-13063,-15,0,0,-1,0
0,26,4,1,376,102,2,22,12,277,76,1,9676,6584,7498,14,2,1,1,0
2,39,3,1,371,81,2,26,3,386,74,0,-3245,-1374,3129,-6,0,0,0,0
4,24,10,0,300,88,1,24,6,396,102,0,-5028,-5077,-16202,-10,-2,1,-1,0
1,36,13,0,231,64,2,24,4,398,103,0,-15197,-11682,-18928,-19,-2,0,-5,0
7,165,10,1,330,81,8,36,2,393,78,0,-2081,-1981,2229,-1,1,0,0,0
2,30,9,1,315,89,2,22,3,358,70,0,-5162,-4877,-17940,-17,-1,0,-1,0
5,31,5,0,302,76,1,13,9,357,38,1,487,-1956,-2892,-1,0,0,-2,0
8,41,4,1,377,80,4,25,2,380,86,1,-142,-305,-2685,2,0,0,0,0
5,53,10,1,233,88,1,26,2,370,70,0,-7770,-5247,-23837,-7,2,0,-2,0
5,40,7,1,347,90,3,28,5,344,94,0,-1894,-1481,-443,-7,-1,0,0,0
2,21,4,1,366,62,2,28,12,366,84,1,6113,3482,11810,9,-1,0,2,0
2,28,4,0,412,93,3,71,3,388,88,1,2869,1464,7548,4,1,0,0,0
6,26,13,0,323,65,4,26,4,372,108,0,-2463,-2723,-1946,-1,0,0,-2,0
4,26,5,0,372,92,5,39,7,370,72,0,1202,1726,5665,-1,1,0,-1,0
3,35,3,1,400,68,4,32,15,307,82,1,8131,5710,15841,12,2,0,1,0
2,21,11,0,371,128,2,41,12,355,71,1,9050,7508,10020,12,2,0,1,0
5,59,3,1,360,98,0,25,10,325,86,1,3749,2784,-5002,-1,-2,1,2,0
2,21,7,0,330,116,3,32,6,374,99,0,-49,-1786,-2275,1,0,0,-1,0
3,26,6,0,303,99,5,46,6,350,90,1,574,799,-452,0,-1,0,1,0
0,37,6,1,351,96,5,32,2,365,99,0,-1086,-1869,-792,-2,-2,0,-1,0
8,28,9,0,333,75,3,18,4,391,131,0,-8308,-4937,-10123,-10,0,0,-3,0
1,27,5,0,361,92,6,33,8,334,78,0,-2323,35,-430,-8,-2,0,-1,0
3,24,10,0,345,78,2,23,9,380,113,1,-3238,-1843,-4492,-4,0,0,-2,0
1,25,8,1,337,84,6,30,8,327,76,1,3653,660,4364,5,2,0,0,0
1,34,6,0,355,56,4,19,6,319,73,0,-512,1091,-885,-5,-2,0,-1,0
2,29,5,1,399,70,3,27,11,333,105,1,2508,1278,2106,2,2,0,1,0
4,29,5,1,359,78,4,62,1,384,116,0,-3719,-3709,-4641,-3,-1,0,-2,0
4,30,5,0,358,70,1,39,4,339,92,0,-3278,-1857,-8518,-8,-1,0,-1,0
4,58,4,1,355,81,2,31,7,329,86,1,3714,3519,2639,6,1,0,1,0
4,30,7,0,346,94,5,56,7,365,80,0,459,1119,565,0,-2,0,2,0
4,39,5,1,362,108,4,71,7,350,64,1,4802,4566,10688,5,1,0,-1,0
7,40,5,0,404,83,1,40,6,399,99,0,1323,4,-2247,1,-1,0,1,0
9,43,1,0,347,96,4,36,6,352,79,1,5265,3309,-8018,6,-2,0,3,0
3,34,4,1,347,85,3,39,7,310,100,0,2555,634,3414,3,-2,0,1,0
2,27,4,1,356,75,6,29,8,372,91,0,417,-426,-1388,2,-2,0,-1,0
2,29,10,0,337,74,4,99,4,344,106,0,-6686,-1921,-3752,-9,-1,0,-2,0
7,42,5,1,359,88,2,54,3,385,74,0,-995,-1035,1632,0,1,0,0,0
3,27,8,1,354,98,0,34,8,340,76,0,555,1316,-3881,-1,-2,0,-1,0
3,37,7,1,329,73,3,33,2,374,118,0,-5803,-2476,-995,-5,2,0,-1,0
3,36,7,0,342,82,5,39,9,355,62,1,4855,3715,3922,4,1,1,0,0
3,24,6,0,355,40,0,19,1,350,93,1,-885,-1488,6155,3,1,0,-1,0
5,31,5,0,378,76,6,29,2,343,84,1,2441,2136,8176,2,-2,0,1,0
5,35,9,0,343,87,5,80,3,339,76,0,-6111,-2666,-3838,-10,0,0,-1,0
2,38,2,1,361,90,2,19,5,368,110,1,1723,413,-2345,6,0,0,0,0
7,26,7,0,371,62,1,27,5,329,114,1,2358,1023,5005,5,0,0,0,0
5,53,2,1,335,108,3,33,6,336,56,1,3946,1878,-3077,5,1,0,1,0
3,25,3,0,354,94,2,23,8,330,92,0,1554,-465,-1599,2,0,0,0,0
7,32,4,1,387,82,3,27,5,361,89,1,4206,2939,494,10,1,0,0,0
4,24,9,1,361,72,4,26,3,397,99,0,-5216,-6555,-11442,-7,-1,0,0,0
0,25,2,1,362,100,3,32,5,323,88,0,2280,2800,-3215,5,0,-1,-1,0
5,25,3,1,333,92,4,23,4,343,68,0,2262,280,10671,5,2,0,0,0
5,24,10,0,312,93,4,25,4,378,76,0,-3081,-2004,-6002,-2,-1,0,-1,0
5,35,5,0,364,88,3,95,2,362,80,0,1163,2346,10070,3,-2,0,0,0
2,27,4,0,316,90,2,28,5,336,94,1,-271,-211,-4269,-2,-2,0,1,0
5,27,8,0,332,90,3,38,1,383,102,1,-2949,-2289,-2129,-3,-2,-1,-2,0
4,25,8,1,294,86,5,28,3,363,82,0,-1632,-1491,1438,-2,1,0,0,0
3,28,7,1,387,114,6,24,2,438,90,0,-2018,-893,-17,-2,-2,0,-1,0
5,43,5,1,359,100,6,30,12,300,104,1,10324,5471,14319,17,0,0,4,0
3,26,9,1,353,98,4,24,4,412,81,0,-6334,-3838,-10794,-8,0,-1,-2,0
7,33,7,1,391,92,6,103,6,355,84,0,-637,363,3003,-4,-2,1,0,0
7,47,10,0,406,109,3,31,2,424,98,0,-4109,-2128,-1960,-5,-2,0,-3,0
3,33,9,0,323,96,5,29,3,375,74,0,-6584,-1804,-7500,-8,0,-1,-3,0
3,32,8,0,375,83,1,50,4,336,92,0,-3041,-713,5080,-4,0,-1,-1,0
4,69,7,1,394,112,1,23,10,359,100,1,7319,4838,3094,6,1,0,1,0
0,22,3,0,433,83,3,27,5,348,98,0,2787,1117,2141,-1,1,0,1,0
2,26,4,1,345,104,0,27,9,278,72,1,9624,6630,20601,14,1,0,-1,0
3,81,9,0,274,101,8,24,5,333,86,0,-7017,-4977,-12021,-18,-2,0,-2,0
7,30,4,1,333,108,1,33,4,315,99,1,5080,3318,11193,6,0,0,1,0
4,24,12,1,312,68,4,99,9,324,92,1,-4127,-1593,-3566,-5,0,0,-2,0
2,39,8,1,375,83,7,34,10,323,71,0,5603,1906,8030,7,1,0,3,0
4,31,7,0,352,104,2,58,10,344,99,0,-5179,-4434,-7057,-15,-2,-1,0,0
6,39,5,1,373,88,5,30,3,337,81,1,6190,4142,6813,7,0,1,-1,0
6,26,8,1,335,78,5,35,1,374,98,0,-1836,-1937,-3653,1,2,-1,-1,0
6,63,8,0,384,104,3,18,8,367,83,1,2627,3861,3982,6,2,0,-1,0
7,30,5,1,340,58,3,34,6,363,98,0,-3358,-2975,-11486,-4,-1,0,0,0
4,32,6,1,345,98,5,26,10,379,97,0,-2647,-2815,-6625,-11,1,1,-1,0
4,33,4,0,328,99,6,27,7,385,92,1,-1985,-1426,-1522,-4,-2,0,-1,0
2,17,4,1,383,86,3,27,12,323,82,0,3338,3235,2145,2,-1,0,0,0
7,25,7,0,326,70,2,36,4,326,114,1,617,-735,-1570,4,-1,0,0,0
4,26,2,0,396,82,4,22,5,353,99,0,890,-622,3668,-2,-2,0,0,0
4,36,5,1,338,74,3,28,2,352,85,1,-2403,-2814,3258,-1,-2,0,-1,0
6,32,7,0,380,93,3,31,6,397,82,0,-1972,830,-605,0,-1,0,-1,0
3,27,3,1,375,82,1,200,10,343,106,1,3471,-513,6580,7,0,0,2,0
2,24,5,0,386,98,4,192,2,386,93,1,-1862,-3219,68,-4,-1,0,0,0
6,30,6,0,396,109,3,40,2,425,90,0,-4158,-2358,-6213,-5,1,0,-1,0
3,28,6,0,344,105,2,65,5,328,74,1,-1227,457,-4100,-2,-1,0,-1,0
6,23,7,1,341,70,2,28,5,373,86,0,-2525,-2355,-332,-2,0,0,-2,0
3,39,3,0,387,102,4,29,4,398,117,0,-2477,-311,-5770,-3,-2,0,0,0
8,28,5,1,333,61,3,26,6,330,101,0,-2083,-1386,-591,-5,-1,0,0,0
3,23,10,0,368,98,4,26,4,366,101,1,163,326,-2726,3,0,-1,0,0
2,22,3,1,373,104,9,33,5,330,87,1,435,568,-4167,-3,-2,0,0,0
6,27,5,1,400,78,5,29,6,394,98,0,-1883,-98,-3754,-3,1,0,0,0
2,27,3,0,326,107,6,29,4,368,88,1,-384,470,1717,-5,0,1,0,0
5,34,9,0,330,122,3,40,5,416,102,0,-5576,-3622,-7355,-7,-2,0,-2,0
6,45,2,1,400,104,2,28,11,319,96,1,12484,7490,12194,18,-1,0,2,0
2,24,9,0,341,80,1,21,3,377,136,0,-4603,-4980,47,-1,-1,-1,-2,0
2,26,3,0,409,106,2,27,13,346,117,1,5934,2896,9905,3,0,1,1,0
0,19,8,0,327,83,2,41,5,371,88,1,-2820,-2492,-7312,-1,-2,0,-1,0
6,33,6,1,321,88,1,29,7,361,112,0,-1022,-2007,-4015,-1,-2,1,-2,0
2,32,12,0,298,72,6,36,5,353,84,0,-5962,-4287,-1849,-8,-1,-1,-2,0
7,28,1,1,382,100,3,33,16,288,60,1,8965,2982,16084,9,2,0,4,0
0,32,7,1,339,98,2,20,9,330,105,1,181,-1300,-5664,0,0,0,0,0
4,26,10,0,315,80,7,33,4,401,104,0,-3241,-2267,-1449,3,0,0,-2,0
4,24,8,0,318,78,0,30,6,299,90,0,-5174,-3835,-144,-10,-2,-1,-2,0
4,22,0,0,400,125,3,29,8,308,102,1,5120,2257,1163,5,0,0,1,0
4,30,6,0,374,116,2,18,6,359,60,1,3912,2838,5101,2,0,0,0,0
4,24,4,0,332,91,3,27,8,334,112,0,-809,-1736,2416,-3,0,0,0,0
3,27,9,1,322,72,3,23,9,382,114,0,-4880,-5433,-13616,-11,-1,0,0,0
3,26,9,0,326,85,3,24,2,334,96,0,-5761,-3953,-6604,-15,0,-1,1,0
3,27,6,0,379,102,1,22,2,343,122,1,517,-1092,3097,1,-1,1,-1,0
4,30,7,1,384,78,3,38,7,391,94,0,-22,-458,-2800,1,2,0,0,0
3,27,5,0,381,82,1,27,7,319,60,1,5637,5927,13605,17,0,0,1,0
3,23,6,1,406,115,6,31,10,378,82,1,5375,4561,4930,8,-1,0,1,0
2,23,9,0,401,70,6,200,3,405,96,0,-1890,-2605,-1223,-3,-2,0,-1,0
6,23,4,1,358,98,3,32,8,330,76,1,2647,2272,1905,-5,2,1,-1,0
2,27,2,1,341,86,1,28,12,296,74,1,9195,6215,16566,17,-1,0,-1,0
3,29,9,1,358,84,2,31,5,353,109,0,5145,2044,15920,9,-2,0,0,0
3,32,12,1,301,55,1,200,2,376,127,1,-8966,-6644,-15912,-10,-1,0,-2,0
3,21,9,0,342,61,3,26,7,380,109,0,-8402,-6171,-8154,-11,-2,0,-4,0
3,26,5,1,375,80,3,49,9,412,96,0,-1274,-1499,-4677,0,1,0,1,0
5,33,5,1,353,122,2,26,4,390,79,1,-1079,87,-5297,-3,1,1,0,0
3,60,8,0,321,86,5,29,3,334,80,1,-2028,-2429,1277,-2,-1,0,-1,0
1,17,2,1,363,100,2,11,15,193,76,1,14529,6659,17797,11,1,0,6,0
1,25,8,0,388,96,3,48,5,355,108,1,-1153,-486,-2787,-6,0,0,0,0
3,49,6,1,356,112,2,30,10,337,60,1,9879,5832,15071,11,1,1,2,0
0,23,8,1,366,100,6,31,4,386,100,0,-361,329,2634,1,0,-1,0,0
3,28,9,0,353,94,5,47,3,416,109,1,-2290,-473,-6319,1,0,-1,-2,0
4,30,3,1,342,90,5,33,8,368,77,1,6809,3910,8928,13,2,0,3,0
7,100,7,0,351,88,5,32,4,349,95,0,-1480,616,955,0,2,0,-1,0
4,28,12,0,388,92,5,31,2,395,103,0,-848,-100,1390,-1,-2,0,0,0
7,57,6,0,348,78,3,32,7,408,86,0,-2541,-2068,-10314,-6,-2,0,0,0
3,27,3,0,330,47,5,53,6,334,115,0,-9050,-8446,-15861,-22,-1,0,0,0
3,35,8,0,284,80,3,44,9,335,92,0,-2541,-1312,-11086,-3,1,0,-1,0
2,24,4,0,397,100,5,34,9,397,92,1,204,-2012,-4853,-2,-2,1,1,0
8,32,4,1,361,68,4,31,3,359,103,0,-1661,-209,-4295,-4,1,0,0,0
2,38,11,0,297,91,6,30,2,403,92,0,-9619,-6734,-15370,-13,-2,0,-3,0
5,39,9,0,368,84,6,36,5,343,69,0,-3465,-1337,3919,-5,0,0,-1,0
3,28,7,0,358,88,6,30,6,340,76,1,2692,2002,4277,8,1,0,0,0
3,33,6,0,369,68,2,23,1,409,111,1,-3091,-1554,-4033,-1,-1,0,-1,0
4,39,6,1,356,92,4,45,1,383,81,0,1939,1299,-989,6,1,0,0,0
3,23,2,1,371,96,4,31,5,340,82,1,1861,398,8836,4,0,-1,-1,0
1,17,3,1,365,118,3,19,4,384,98,1,1486,267,-6431,0,2,0,0,0
6,31,3,1,326,86,5,24,8,362,86,0,2430,1338,6182,7,2,0,1,0
5,24,13,0,310,79,3,75,3,387,96,0,-6899,-1535,-3201,-7,-2,0,-3,0
3,27,5,1,400,83,8,45,6,351,76,0,-932,-2376,-1470,-4,-2,0,0,0
4,26,8,1,345,98,2,32,3,334,82,0,-1000,-1420,9,1,-1,0,0,0
7,28,6,0,329,90,4,34,3,357,64,0,-2338,-1665,-11315,-2,1,-1,-2,0
2,110,7,0,333,76,2,70,7,351,80,0,997,-609,-1311,3,2,1,1,0
0,36,7,1,318,85,5,89,5,387,74,1,588,-1225,-1841,6,-1,0,-1,0
