blueTeamTotalGold,redTeamTotalGold,blueWin
30029,25916,1
28938,29396,0
24740,31933,0
22483,27418,0
24643,30602,0
29746,28874,1
30688,28913,0
26765,30687,0
27376,24906,1
28719,27673,1
31939,25297,1
31616,27825,1
28889,28052,0
28501,29953,1
24869,24833,0
27180,25759,0
33169,25218,1
26190,29989,0
26526,31463,0
32375,26110,1
24923,26835,1
29457,32650,0
31396,29348,0
33816,25616,1
26273,32672,0
27957,26607,1
25522,26158,1
27839,33509,0
23236,31940,0
34838,25042,1
29936,27736,1
30986,27527,1
24431,26937,0
24068,29572,0
31399,25548,1
27518,32559,0
23493,31226,0
24862,23327,1
26274,29330,1
26966,25180,1
26789,29735,1
28669,28990,1
36384,22744,1
28420,30996,0
31216,30118,0
31539,28526,1
24350,32160,0
31875,27176,0
31484,28152,1
33984,29004,1
29715,31193,1
25467,41227,0
34352,28848,1
27037,30556,0
25081,26093,1
33681,27339,1
30862,28708,1
32659,32422,1
27470,24502,1
28740,29799,1
26330,30266,0
25005,26864,0
26413,24129,0
30382,27258,1
28053,27207,1
30227,30903,1
27101,24693,0
27691,28695,0
30833,31104,0
27734,28616,0
28101,26675,1
30367,25862,1
26238,29109,1
24974,32090,0
29607,25442,1
24812,32699,0
27150,28714,0
29676,29951,1
26095,28440,0
33391,25248,1
28482,27627,0
27796,28298,1
25210,37466,0
25538,28939,0
30972,29035,1
31215,28979,1
29745,25456,1
23919,26135,0
25232,28557,0
27587,24250,1
27857,27516,1
28096,26534,1
26999,26708,1
27138,30597,0
27343,27099,0
31715,25321,1
26836,25574,0
27411,26753,0
35952,24704,1
25769,33648,0
25949,32055,0
28079,23481,1
26266,26325,1
33043,29086,1
31735,30033,1
26599,23505,0
25833,27927,0
28462,25904,1
26340,28829,1
29573,31719,0
25915,25354,1
28559,26912,1
31462,24601,1
32048,30114,1
31378,30202,1
26346,32020,0
25135,28068,0
32537,27335,1
27750,24378,1
29335,25726,1
26105,28199,1
26308,24670,1
25640,31992,0
35161,24757,1
27604,32072,0
27117,26766,1
26793,30226,0
28133,26945,1
27769,25401,1
29007,27306,1
24262,26446,1
29279,23538,1
25227,30244,0
27797,25982,1
27927,25971,1
26209,28021,0
31105,26286,1
34318,25066,1
29638,26735,1
26420,27101,1
23403,27229,0
25823,29364,1
30082,25499,1
26909,30070,1
27340,25615,1
22976,29582,0
25678,27625,1
26827,30691,0
28770,28892,1
27794,27614,0
24291,33636,0
28448,25834,1
31442,26738,1
24275,30842,0
27595,25245,0
24645,25332,0
27599,27881,0
25032,24580,1
24906,28288,0
21881,30654,0
28286,29723,0
26842,26494,1
24910,29859,0
26387,26033,1
30253,30047,1
33694,30851,1
29327,28913,1
25942,29600,0
28849,32581,0
25458,26451,0
30711,24919,1
24877,31565,0
30208,27668,1
28019,29296,1
25911,26550,1
33781,26031,1
29246,29873,0
32494,26879,1
29549,28217,1
28905,28389,1
22363,30638,0
28425,28791,0
28296,29791,0
28121,27210,1
28547,29572,1
24426,33569,0
31336,26460,1
31826,25119,1
25758,26710,0
26208,26258,1
28233,27844,1
22804,28365,1
29636,25592,1
29062,34939,0
30490,33074,1
24111,28662,1
29590,24673,1
24275,31360,0
26203,30247,0
31221,29654,1
23234,26958,1
27663,31727,0
26446,30310,0
28575,27907,1
25846,29587,0
25875,25476,0
27935,29973,0
27153,30112,0
27527,30320,1
25740,27813,0
31999,29217,1
35076,23151,1
31036,26260,1
29579,26041,1
26451,27145,0
27783,27276,1
23313,32125,0
24069,27670,0
27142,30022,0
21480,32964,0
28351,25506,1
31251,23348,1
27072,25504,1
26691,25501,0
30812,22625,1
29307,26878,1
22749,29084,0
32064,26189,1
27273,26281,0
31078,27880,1
30579,32984,1
32069,25787,1
25036,29176,0
26133,27005,1
26949,28702,0
31092,28142,1
30561,24158,1
28348,28081,1
24404,27001,0
28315,25900,0
29540,32296,0
31420,21434,1
28918,24972,1
28969,24622,1
26041,27334,1
29386,31321,1
27288,28972,1
26641,35264,0
27491,27995,0
23225,29059,0
26118,25742,0
26192,24161,1
29133,22694,1
25999,24139,1
25083,26027,1
27938,24452,1
28244,23931,0
31925,28864,0
25057,27266,0
23787,28931,0
29105,29216,0
30180,27633,1
29178,25027,0
25863,28476,0
27103,28331,0
25351,26878,1
29419,28512,1
26396,27282,1
28642,26261,1
30169,27346,1
25545,26200,1
30223,28201,1
28122,32379,0
27258,25840,1
30104,25355,1
24206,29085,0
28482,25042,1
33161,27268,0
27007,27023,1
26866,25837,1
32454,27030,1
27010,26079,0
27946,26505,1
26677,26511,1
25903,26860,1
29152,26972,1
30284,30354,1
29272,26593,1
27619,29299,0
28122,28027,1
22749,25603,1
27849,26811,1
24641,27653,0
24901,31242,0
28194,26160,1
29597,27471,1
24272,31186,0
24861,28347,0
31470,26788,1
26994,23899,1
28456,28015,1
23108,25801,1
33525,30059,1
29508,25609,1
31054,26554,0
25207,26667,0
26715,27746,0
26803,27638,1
33241,22140,1
31200,29567,1
28722,30366,1
27128,23171,1
28261,27822,1
31417,25235,1
25215,29591,0
24443,31849,0
31104,23579,1
32005,25208,1
28728,29539,1
26214,31057,0
27126,25212,1
26945,26262,0
30375,28558,1
33881,22402,1
29571,27448,0
29442,25576,0
27113,29908,0
30261,26524,0
22466,31950,0
24851,33589,0
27368,30976,0
29738,29538,1
26367,27640,0
29175,27284,1
23785,27778,0
25612,26123,0
25003,28609,0
23347,31213,0
30020,24424,1
27352,29931,0
26177,29991,0
27236,33667,0
29304,25623,1
33778,24160,1
25227,30502,0
25852,27377,1
26899,28369,0
22468,28927,0
29576,25610,1
31068,20689,1
29115,28068,1
23753,29132,0
28054,28314,1
27768,25770,1
27376,27167,1
26650,29331,0
26400,30122,0
28290,29694,1
30927,29195,1
36250,25203,1
25132,30343,0
27311,27435,0
21743,28682,0
30809,31495,1
27534,30521,0
29480,33074,0
25993,31488,0
24941,30043,0
29956,23939,1
27673,22708,1
25647,27627,0
28817,31087,0
26638,30247,0
27198,28929,1
26485,33176,1
26075,27768,0
27078,28900,0
24329,32395,0
26375,28728,0
29516,26991,1
29994,25847,1
32887,26566,1
29059,25046,1
27626,28589,0
27713,24186,1
31022,27983,1
29945,33831,0
23274,26412,1
25190,28677,0
28721,26885,1
26634,27641,0
25377,33436,0
29756,32236,1
29714,25097,1
22569,27129,0
27742,27855,0
27873,32159,0
29146,28324,1
28863,25865,1
26107,26265,0
28880,24698,1
30565,26807,1
24736,26762,1
32172,23051,1
25279,30745,0
22974,25837,0
28676,25744,1
26438,26033,0
25498,26318,0
26328,25709,1
26802,26492,0
26033,26798,1
30163,27042,1
27190,27951,1
34495,25897,1
29069,24489,1
28081,28104,0
26995,29695,1
22756,25044,0
27393,26195,0
27351,30635,1
25636,24108,1
23381,28634,0
29778,31111,1
24611,24483,0
26152,24104,1
31659,22448,1
28386,25910,1
28430,29153,1
25259,33032,0
31434,24757,1
25106,26889,0
29448,25827,1
28979,28553,1
29025,27082,1
29359,30532,1
25631,27771,0
29751,26980,1
30299,29113,0
26854,34398,0
28517,27363,0
31636,28609,1
29184,25370,1
30764,26170,0
30117,26076,1
33113,29792,1
24924,27487,0
29110,26664,1
26397,26370,0
24809,26825,0
27545,26225,0
31702,27402,0
30922,28047,0
25490,28417,0
27433,27863,1
29639,27595,1
26424,32361,0
31750,28161,0
29123,26598,1
30781,30682,0
28331,26235,1
27533,30371,0
23178,31044,0
24574,29974,0
28201,30686,0
25141,27958,0
27617,30928,0
26595,30019,0
28344,27708,1
31881,30072,0
28965,27242,0
30344,27215,1
28505,29217,1
28702,26610,1
25415,27116,0
23943,27277,1
29862,30087,1
29313,28121,1
27371,25857,1
26398,28764,0
27325,28155,0
28160,28657,0
29383,26430,0
25635,25788,1
28660,27661,1
24191,37031,0
31497,29493,0
28991,28302,0
26119,26257,1
27021,28628,0
32604,29779,1
28370,29556,0
27219,29607,1
30480,31269,0
24322,34204,0
26776,27438,1
32019,25821,1
31748,26939,1
24100,33297,0
37731,22319,1
34103,25384,1
28549,30437,1
30325,32988,0
30570,28296,0
28866,24303,1
28885,26006,1
29168,26733,1
25855,34574,0
26661,26507,0
28862,29458,0
28405,29270,1
28386,27444,1
27723,26580,1
24216,29749,0
25591,34425,0
27054,24158,1
28051,26314,1
25709,28722,0
27311,31201,0
27411,33026,0
26754,26169,0
23375,28112,0
26259,29623,0
26451,26122,1
25255,28545,1
25902,30748,0
23862,25488,0
28385,29883,0
31192,26379,1
24778,31744,0
27077,27389,0
30467,31331,0
24720,27391,1
27803,28276,0
32367,29457,1
31840,25435,1
27793,30894,0
27046,25578,1
24857,25476,0
30436,26992,1
26240,26089,0
29850,27865,1
26842,26086,1
25955,28228,0
24795,31770,0
28780,29330,0
27132,26895,0
30609,30216,1
27572,30877,0
22755,32224,0
26692,24211,1
27174,27643,0
28073,27821,0
29736,27853,1
21964,28841,0
27560,30012,0
30057,28526,1
28594,27608,1
30096,26997,1
28290,27394,1
31256,25235,1
25062,29041,0
27347,29863,0
29388,28245,1
27404,31947,1
24943,31983,0
26330,27215,0
24621,26601,0
32542,24186,1
28761,30697,0
28076,25931,1
32790,23876,1
22503,26565,0
27711,28989,0
25198,28836,0
28638,30573,0
29492,28646,1
25829,25503,1
31902,28457,1
27778,29613,0
26671,28604,0
29414,28141,0
26293,29160,0
27384,27337,0
35826,26794,1
27803,33380,0
31503,30946,0
24154,27256,0
30549,26327,1
30060,26458,1
27057,27875,1
28482,30426,0
25751,23653,1
29790,26038,0
29765,29678,1
29678,29454,0
29283,28465,0
27461,27812,1
31219,23606,1
29231,27087,1
29433,22398,1
28809,23526,1
28359,30653,0
30585,24783,1
23522,24659,0
35663,24375,1
28696,25505,1
26951,25913,1
30363,28842,1
31889,26884,1
29317,27951,0
28674,27513,1
32551,28054,0
35338,27340,1
29293,28992,1
28538,29060,0
26412,29553,0
24326,27435,0
28656,28907,0
35863,29523,1
31645,25623,1
31443,27173,1
26895,30066,0
29030,30062,1
28933,28269,1
28192,31742,0
23557,31379,0
26212,30038,0
27785,31725,0
33488,24938,1
27899,23858,0
30921,26978,1
34697,24691,1
25765,29097,0
25675,29300,0
27876,33980,0
27104,23615,1
31074,27303,1
26002,30232,0
25088,32593,0
25497,28778,0
27549,23760,1
28686,27088,0
30957,26143,1
25586,26244,1
31980,24865,1
28724,25130,1
28802,24315,1
32630,25612,1
26804,28122,0
26934,29600,0
26114,29869,0
26922,27593,0
32234,23022,1
28193,24576,1
27062,27325,1
25146,30380,0
30529,23427,1
31888,27459,1
28751,22614,1
22047,32529,0
27940,25895,1
32201,27571,0
36236,28661,1
26630,28800,0
31772,29694,0
28399,27166,0
31647,25717,1
29497,22967,1
30476,28574,1
34608,23069,1
27189,26913,0
30303,23029,0
26043,25739,0
32270,25272,1
29777,24551,1
23503,26634,0
22165,32444,0
36760,22477,1
31335,26046,1
26767,31623,0
24540,29119,0
30499,27833,1
24926,28334,0
25141,32738,0
28554,35953,0
23786,28226,0
28421,24508,1
27947,23949,1
22529,28693,0
27625,32858,0
31426,30894,1
29111,27596,1
26901,26518,0
35390,25390,1
25884,30391,0
29480,31639,0
31528,33716,0
30415,24043,1
23869,31369,0
31536,27316,1
35828,22141,1
28243,28755,0
28466,23515,1
25476,26199,0
26093,28791,0
24592,29210,0
31428,22009,1
27822,28413,1
26363,30758,1
30275,29046,1
27216,27299,1
29260,30510,0
26413,25715,0
29639,29452,1
30014,26836,1
28806,26272,0
25828,29084,0
29934,24420,1
30557,32938,1
30369,27728,1
25475,25659,1
26368,30880,0
30799,27967,1
31298,29739,1
24699,23546,0
29803,31978,1
31778,32475,0
27689,27227,1
33483,28432,1
28972,28894,0
32470,24685,1
30144,26876,1
28193,32663,0
25146,26294,1
26860,27116,1
25150,26904,0
29639,29498,0
27625,25078,0
26107,23372,1
27891,29121,1
31293,25810,1
25363,26382,0
22660,32183,0
23787,31563,0
24007,24655,0
27959,29968,0
27119,26856,0
30463,26828,1
28371,29697,0
27024,25313,1
26520,28210,0
29504,23846,1
30742,22611,1
25123,32340,0
27180,31487,0
26756,29355,0
29988,26961,1
27903,25580,0
28077,29197,0
25941,27976,0
26215,27933,0
29434,28686,0
27700,32785,0
27217,33384,0
32932,23575,1
26499,25187,1
26849,23750,1
29463,27896,1
29704,26469,0
27943,26535,1
28274,32137,0
27993,26542,1
29904,28130,1
26639,29339,1
27367,25639,1
23242,29533,0
26657,31146,1
22931,33847,0
26264,26565,0
34590,21843,1
29242,24490,1
25243,34989,0
27783,27896,0
26171,28577,0
36938,26585,1
24184,29334,0
35238,28491,1
29441,30421,0
27512,28735,0
31687,29140,1
34117,33107,0
31197,27008,1
27577,25804,0
25766,29830,1
23579,26604,0
25741,35865,0
31064,24555,1
26176,26742,0
29570,32757,0
29291,26094,0
22829,38143,0
28255,23817,1
29059,24735,1
26653,25546,1
28989,32773,0
33006,24056,1
27534,25610,1
24725,31512,0
28165,25271,0
33485,26955,1
28308,28304,1
29407,29659,1
22668,31257,0
28399,31365,0
25855,28370,0
26377,34168,0
29382,29392,1
28284,25024,1
30755,26053,1
27113,31189,0
23330,28085,0
26917,31218,0
26832,31063,0
27551,25610,1
23913,32918,0
24838,28963,0
32512,22052,1
23058,28138,0
35408,24969,0
31903,31348,1
27767,26801,1
27278,24906,1
23533,34314,0
26616,28639,0
28697,26956,1
29920,27921,0
25064,28940,0
27205,29277,0
22461,34804,0
27366,32048,0
28701,24039,0
26107,29115,0
31113,25589,1
25914,29332,0
26697,26588,1
26849,23804,1
27982,24242,1
28725,28452,0
26703,29539,0
25991,28214,1
29094,29374,0
26853,24726,1
28425,26035,1
33451,25300,1
30434,26606,0
31229,30303,1
28205,32770,0
29763,30796,1
24502,26919,0
25179,31202,0
25234,30907,0
28009,29015,1
30058,28305,1
31314,29248,0
27814,26731,0
25875,27928,0
29942,28535,1
25151,31423,1
31404,24199,1
30004,30816,1
29008,27623,0
28358,27791,0
28971,28503,0
24152,33298,0
28416,28776,1
25378,33523,0
26809,25416,1
27548,25193,0
33169,25042,1
29360,31295,0
31997,26854,1
27304,25709,0
31168,24929,1
25826,27452,0
28924,27216,0
27205,29138,1
23726,32698,0
28133,25915,0
26607,23985,1
31889,25037,1
33589,22980,1
31238,26503,1
25110,30231,0
26361,31742,0
24595,30143,0
28342,27727,1
22808,30283,0
26987,28765,0
31535,28583,1
30464,24716,1
27798,31062,0
25959,31032,1
31472,25233,1
23328,30999,0
24674,30325,0
29729,26325,1
32534,28197,1
28823,26463,0
29973,27696,0
30667,27454,1
27486,28272,1
30088,26482,1
27110,30727,0
25458,30036,0
29049,28834,1
31009,26976,1
29384,32678,0
28603,27511,1
28820,33432,1
26234,26426,0
25810,36358,0
33339,26915,1
26111,27197,0
30658,29170,0
33187,23404,1
26104,31946,0
27815,28401,0
30423,24580,1
27904,29928,0
29054,26409,0
31172,34879,1
34004,24255,1
25410,29701,0
30544,24561,1
28684,25800,0
29918,27015,0
30478,29689,1
26670,27686,0
28913,23953,1
34849,27531,1
27774,25108,1
29250,26177,1
29355,27641,1
26815,28988,0
27574,25953,0
31983,26514,1
28452,27271,1
28467,30266,0
31157,35872,0
30809,30393,0
27318,28913,0
27132,28784,0
28091,26713,1
29167,27736,0
29665,34258,0
25304,26838,0
28151,25369,1
32021,27628,0
24422,28721,0
26486,27762,0
24442,26835,0
29128,26665,1
28719,29522,0
26956,26339,1
26429,28863,0
25367,31689,0
28235,26232,0
28510,24021,1
26914,29446,0
28081,27326,0
29127,23250,1
25946,28095,0
30299,26852,1
28289,30226,0
25116,28537,1
28660,27112,1
24442,29070,0
25279,29173,0
27248,26977,0
25121,23835,1
29434,29506,0
26838,29212,0
26723,25342,1
26997,25033,0
33639,26037,1
28906,26369,1
28399,30443,0
24904,28408,0
27091,23572,1
27046,27494,1
26362,29334,0
27232,28316,0
25880,28939,0
31259,27674,1
27714,28881,1
28463,27763,1
26598,26965,1
32781,28409,0
28878,30655,0
26725,26053,0
26924,24979,1
25377,27836,0
30501,24388,1
30784,26656,1
29698,27319,0
22265,29039,0
26220,27417,0
26308,26562,0
24984,27936,0
27818,25255,1
28095,26808,0
26831,29174,0
28660,23487,1
24613,26963,0
26890,26552,1
28758,30878,0
33776,28984,0
29888,24776,1
27904,28730,0
34208,26706,1
26823,26905,0
27850,25948,1
32322,23709,1
27918,29736,0
23929,23729,1
27284,27437,1
27998,28537,1
28830,22382,1
31865,26669,1
27090,25846,0
30778,32654,1
25873,25505,1
29873,33782,0
27367,25515,1
26140,30176,0
34147,24610,1
27712,30712,0
28123,25438,1
23209,27382,0
25315,24485,0
24827,30559,0
28616,25919,1
25802,25500,1
28148,26566,1
28042,32222,0
28775,25816,1
29697,31061,0
28345,24896,1
29577,25434,1
25479,29904,0
30859,31571,0
32208,29452,1
25145,28611,0
25616,26206,1
26906,28681,1
27044,24471,1
30917,27482,0
27134,24728,1
30555,29638,1
26558,28184,0
27697,24297,1
26700,32188,0
24153,29224,0
31016,27739,0
26988,25379,1
24816,27562,0
28212,26288,0
31177,31936,0
34483,27074,1
32949,30479,0
30377,29411,1
27043,27500,0
26529,30337,0
26163,25942,1
28112,27117,0
27049,26982,1
26242,28908,1
23577,33541,0
28726,35778,0
27441,25095,0
29176,26741,1
28325,29951,1
25752,30695,0
29535,32550,0
28994,26945,0
27779,28825,1
22723,28561,0
29076,26129,1
27464,26660,1
29771,26008,1
30551,26154,1
27491,26707,1
37243,24272,1
28694,25417,1
33519,29324,1
34250,27764,1
24470,31207,0
32344,30467,0
21291,30394,0
22744,33085,0
30305,25627,0
26068,28697,0
31051,27550,0
31351,26328,1
30756,25838,1
24065,30705,0
27236,30436,1
24545,30531,0
31412,25814,1
26587,27964,0
27127,31128,0
27366,25689,1
28454,23256,1
27036,26465,1
27209,32956,0
23140,27121,0
29918,29419,1
27294,26394,1
27370,24992,0
28664,26283,1
26234,23940,1
30160,26172,1
25915,30167,0
23356,30177,0
24592,30100,0
25428,29602,0
28678,31787,0
29367,26560,1
30959,27912,1
24707,25709,0
26041,31504,0
25230,23925,1
28731,29736,0
30234,23930,1
31180,23095,1
28751,27845,1
27754,26798,0
31274,23149,1
24192,26186,0
29462,30010,0
27981,28881,1
27023,29473,0
27022,31302,0
26127,29674,0
34522,22418,1
27768,28785,0
28636,25192,1
29281,27913,1
27194,30951,0
33121,23905,1
25118,30075,1
27483,24659,1
28570,33314,0
31198,27357,1
27074,26820,1
28607,24666,1
34746,23943,1
30569,28578,1
26084,28798,0
26273,27982,1
26547,29619,0
26436,36924,0
27158,31386,0
26435,29887,0
28838,29863,1
30864,25626,1
29105,28502,1
24652,28875,0
30772,23118,1
28078,25999,1
27580,26410,1
24203,23490,0
31045,29048,0
28895,30336,0
27589,28227,0
25218,24914,1
29741,27076,1
32440,29568,1
24978,29809,0
30673,25149,1
26483,29758,1
26747,25352,0
27057,25856,0
24139,28293,0
23343,26948,0
28805,25721,0
32122,25562,1
27918,27697,0
24569,28022,0
29297,31239,0
26128,28159,0
21799,33672,0
29194,25534,1
25181,31834,0
31840,22876,1
28452,21963,1
26583,26608,1
35625,23709,1
25251,31538,0
29156,30974,0
29238,25657,1
27470,27108,0
25717,26886,1
29108,25440,0
27812,29545,0
28677,28998,1
28065,26612,0
24992,28338,0
32461,25188,1
26560,28149,0
33242,32986,1
25913,25992,0
26662,28306,0
26339,26557,0
25581,28154,1
29038,30970,1
29335,26429,1
28503,26019,1
29026,25380,0
24530,29674,0
28607,29569,0
30046,27760,1
27581,28435,0
25508,29041,0
32321,24719,1
26823,25074,1
24508,26739,0
27496,26455,1
27163,29687,0
32244,26499,1
27941,32085,0
25598,27036,0
30320,31386,1
28665,25999,1
26227,32291,0
25171,27378,0
31045,26439,1
27085,29769,1
27385,28898,0
26237,28833,0
27734,26154,1
25385,26469,0
24639,32740,0
30519,25837,0
32746,28664,0
29758,27355,0
25680,26819,1
34656,25881,1
27175,29967,0
34222,21374,1
23521,32432,0
32856,27489,1
27039,33187,0
28199,30700,1
31614,29190,0
30278,26836,1
27848,27177,1
25653,28933,1
29757,28981,1
31238,32054,1
21518,30555,0
25665,25324,1
28833,25049,0
27456,29065,0
25995,29495,0
29696,26316,1
24876,28093,0
26735,25797,0
26113,28505,0
22537,32544,0
27487,29738,1
29166,29019,1
29658,25047,1
30294,27624,0
34402,21510,1
25223,31763,0
27862,29376,1
28397,28477,0
29850,26429,1
29195,32378,0
35606,30583,1
25508,26397,1
30076,29507,0
25629,28990,0
28776,33612,0
28428,27725,1
28658,27274,0
29785,25339,1
31420,25389,1
21705,34009,0
28014,29276,0
31206,30271,1
29175,28818,0
29440,27499,1
28156,30395,0
24504,28700,0
32168,29624,0
32005,30306,0
31749,23978,1
28844,25731,1
27558,28147,0
27011,30210,0
30693,28618,1
27411,25398,1
24970,26431,1
23709,32130,0
27927,26358,0
28706,30058,0
29033,28106,0
28447,27004,1
27162,26420,1
24000,28684,0
26680,31504,0
24477,28332,0
22933,29773,0
26310,22033,1
26314,29517,0
28814,27597,1
28329,25053,1
31030,31263,0
30120,26864,0
27275,28080,0
27263,30223,0
28898,22797,0
25852,29001,0
25102,26843,1
25165,27740,0
26156,23865,1
23533,30919,0
30630,29816,1
28858,24158,1
31794,23346,1
26826,28618,0
23478,25756,0
30647,29015,1
25650,34318,0
29955,24974,1
24599,28861,0
31852,22716,1
29151,29666,0
26056,26659,0
26553,29110,0
24540,34152,0
22483,32052,0
25384,28439,0
29120,26039,0
28518,26598,1
28235,28398,1
31113,28032,1
31445,27281,0
32555,23848,1
27367,31421,0
30281,24886,1
28666,24784,1
24910,28663,0
27353,27887,1
25699,28745,0
26671,25893,0
29330,25239,1
26185,31156,0
24707,29348,0
33289,28861,1
30823,26621,1
30980,29930,0
24832,33142,0
29372,32420,0
32504,25479,1
28022,27476,1
24364,30075,0
26341,29680,0
25588,26948,0
28680,29104,0
23565,29762,0
32189,28159,1
28308,27693,1
25156,30190,0
28927,30177,0
28230,24582,1
26780,25142,0
27670,29531,0
29827,25471,1
28602,27627,0
26817,32807,0
25819,30379,0
26676,30206,0
26904,30611,0
32536,31549,1
27112,26995,1
27651,32071,1
23953,25629,0
26274,23300,0
33789,22380,1
29165,26802,1
28721,29653,0
29285,28313,1
27234,25624,0
26986,23776,1
29540,28159,1
25473,29569,0
26684,28489,0
25650,30476,0
27770,30605,0
28484,31980,0
26700,29713,0
24938,31456,0
28504,26484,1
28401,37576,0
25194,32146,0
29930,24765,1
27723,24329,1
28057,24294,0
27735,29495,0
25807,31260,0
28594,29813,1
26412,28576,0
33290,28740,1
29222,26316,1
26520,29405,0
29873,29206,0
25479,27495,1
28809,27095,1
27525,23749,1
25423,28632,1
28552,31831,1
30271,24690,0
25854,27783,1
27090,26834,0
24512,32559,0
21861,31308,0
26556,31471,0
26979,26152,1
24557,27808,0
29677,26520,1
25088,32380,0
33410,27841,1
24865,27175,1
29069,28966,0
25192,31007,0
24787,34116,0
28367,25398,0
29490,24177,1
29527,28807,0
24928,28458,0
29256,32177,1
26450,35157,0
29875,27958,1
28709,27006,1
29316,24083,1
23595,30587,0
28395,26972,0
24660,32054,0
24592,28285,0
28944,25713,1
28572,29120,1
23402,27095,0
28041,31600,0
29048,28734,1
29993,26724,0
27814,25369,1
24554,28765,0
25889,31538,1
26565,27958,0
27350,28369,0
28214,24556,0
29208,28753,1
26142,26651,1
26314,29246,1
27308,26444,1
27887,26002,0
32163,28277,0
29723,29570,1
27924,30393,0
26795,32159,0
30242,29813,1
30088,25742,1
23940,29009,0
27082,28561,1
26489,31097,0
29182,23161,1
29884,27974,0
25385,27929,1
